,A,B,compare
991,-1865790175,-2074432965,0
992,291905865,-110409431,0
993,-794149645,449500097,1
994,-1594929152,-1207275583,1
995,-167967703,1329154202,1
996,803221822,2051541274,1
997,2009340779,-1628292960,0
998,-2048004207,-1665368591,1
999,1419706466,966368119,0
1000,1194640135,1138549787,0
1001,257250024,153002166,0
1002,107264462,-610887187,0
1003,-1813809405,-327260761,1
1004,856552696,2122974422,1
1005,-889572957,2142069727,1
1006,-1975774469,-956217074,1
1007,1262291699,-847291371,0
1008,1125009735,-1395574046,0
1009,709998524,1147008900,1
1010,201578859,-534546984,0
1011,-1953472472,1395992966,1
1012,1507990007,1717391492,1
1013,918078527,-1166851942,0
1014,1294294753,1473056729,1
1015,-1875804679,-1012235810,1
1016,1545168312,1325930560,0
1017,-127090518,-631504969,0
1018,554480577,1581214266,1
1019,1971439368,-1397802535,0
1020,1171999332,651028736,0
1021,-1350100466,-1138008280,1
1022,-1693466303,-1693550250,0
1023,2102047655,-301698526,0
1024,-45615441,271162926,1
1025,-909077214,-2008245930,0
1026,185366206,273129005,1
1027,-1461269411,-22918395,1
1028,-1473635468,936175097,1
1029,-1702108457,1610610766,1
1030,1813049820,1667923634,0
1031,1347535204,-1875123426,0
1032,-841057419,-1960790765,0
1033,1659505109,-1614549635,0
1034,-486807761,694139030,1
1035,-1608181904,-1113682381,1
1036,-941924982,1969499273,1
1037,-800081270,-1579672361,0
1038,626819363,178010872,0
1039,1998742758,2036820267,1
1040,437423155,-1385195696,0
1041,39581212,524818779,1
1042,213768408,1038687348,1
1043,-1400002303,-1883655660,0
1044,1400236689,-1824695030,0
1045,576032785,-67315189,0
1046,1779286521,-1343161172,0
1047,-1782295008,1892186516,1
1048,781999294,-560386591,0
1049,550594890,-1229504668,0
1050,-1844711891,271732655,1
1051,-506742680,1770602217,1
1052,-816343395,-1680117512,0
1053,205549150,1994880087,1
1054,26477666,1771242236,1
1055,654183512,969113567,1
1056,145114570,976495021,1
1057,925752609,-402209870,0
1058,-110545551,-1460636284,0
1059,-388369787,-329887593,1
1060,-71458486,1726638139,1
1061,-1343108690,-548095729,1
1062,1485756237,86367601,0
1063,-1095668488,1400044386,1
1064,1307050056,394778393,0
1065,-1161729101,1984968553,1
1066,-1344503248,478115812,1
1067,-1594127568,-1552056516,1
1068,-518990849,970987534,1
1069,94399716,2100385243,1
1070,1223944198,169799698,0
1071,272693297,783796062,1
1072,52982317,1833521186,1
1073,1200203253,419397001,0
1074,-745994485,-483117060,1
1075,1511249869,423497738,0
1076,1324451034,560875819,0
1077,496350141,-399671917,0
1078,-924988174,-653864358,1
1079,-1522193612,-1151779783,1
1080,1055954303,-2024133498,0
1081,1655134321,1697225900,1
1082,-1967365372,651386219,1
1083,-760483890,-789340352,0
1084,1132573235,170081806,0
1085,1831379061,1381373476,0
1086,-1925326702,231258042,1
1087,158711228,1385369383,1
1088,732987638,332086693,0
1089,171998178,-2099995208,0
1090,1263995084,-623672464,0
1091,-1556208047,-1958403592,0
1092,-263190853,-1959993409,0
1093,-497213471,-1626363270,0
1094,-266741160,1705879047,1
1095,-852504175,-1252311180,0
1096,-1826437190,22920003,1
1097,182913504,1174990222,1
1098,-1401784211,-1779139326,0
1099,-851107739,1127394756,1
1100,-980321071,-278893191,1
1101,-1672030356,-228348072,1
1102,627151310,-1640754190,0
1103,1040417125,1306672175,1
1104,-215045316,-4392452,1
1105,1843238310,-1754548985,0
1106,592213781,1356931630,1
1107,1333941513,-1826933412,0
1108,1824141566,70766582,0
1109,-839149235,-647976668,1
1110,-1952470004,1890564537,1
1111,-1105959922,-1954839277,0
1112,956899106,-1909918396,0
1113,1192780495,-2140784485,0
1114,-468435505,214202579,1
1115,508579693,1298401111,1
1116,-196285159,211633002,1
1117,1085540070,2118444037,1
1118,-362133878,-2086561593,0
1119,-1535543853,799814475,1
1120,1146350408,232212742,0
1121,-1942763301,970012584,1
1122,27644521,-1166470619,0
1123,-1046892711,1753980536,1
1124,956835855,-1282695899,0
1125,1596255935,-1065020763,0
1126,400136523,-652110243,0
1127,-1576808139,-2082085608,0
1128,-1690254147,-149566622,1
1129,1626202101,-664786080,0
1130,-201045001,-1827485636,0
1131,-415320469,-427735346,0
1132,1283753573,323914936,0
1133,-1587701749,-1520497080,1
1134,1745189802,448563800,0
1135,1943968254,362114556,0
1136,-63247003,-1768298623,0
1137,394831969,-557872739,0
1138,360165960,1078303897,1
1139,-473537068,-569768983,0
1140,263920242,-1158618494,0
1141,-1482952885,1729271441,1
1142,-355899805,-1578733366,0
1143,1639993890,891770810,0
1144,1567600160,-1872124520,0
1145,-637497736,1327789897,1
1146,-715820529,-1535741118,0
1147,-155708405,1283827850,1
1148,140981661,-1742742862,0
1149,85313242,-541056322,0
1150,-463609876,-994319646,0
1151,680850126,222974020,0
1152,-1724008180,185701612,1
1153,-915734349,-1429874389,0
1154,-211086702,-834465612,0
1155,-1945052211,1191100845,1
1156,1688614361,-1082033532,0
1157,1227697527,508211199,0
1158,-593181259,1846050998,1
1159,438790550,2060516120,1
1160,1265292887,-1432985421,0
1161,-32593828,-1811532692,0
1162,-1739734174,-461242211,1
1163,1155090821,-792885479,0
1164,648935241,-31206685,0
1165,-299237727,-1878184550,0
1166,-617411691,1512650801,1
1167,-2094911139,43653217,1
1168,1397697128,-1154063464,0
1169,163534121,1683465691,1
1170,1590738828,-1806644269,0
1171,-1019279509,-1057443524,0
1172,2146981894,-2012907795,0
1173,-1202203162,-1086965844,1
1174,-764350110,-641007280,1
1175,596028034,-1981653546,0
1176,2068286795,244850184,0
1177,1837270781,-1020361282,0
1178,1720238688,1510053330,0
1179,-415843781,765005669,1
1180,-1039840798,1033791285,1
1181,-1963813607,515988932,1
1182,-898864010,-1417197352,0
1183,1865368120,-1384356218,0
1184,-1311092387,1915645879,1
1185,-1712894988,-198701331,1
1186,-848547531,364342355,1
1187,-1240656412,1816573160,1
1188,1574063697,789041415,0
1189,-1943537450,-503053744,1
1190,-2135345949,201930578,1
1191,1482438407,-2053763575,0
1192,951021344,-632152884,0
1193,-2032513565,1707596873,1
1194,705627312,-512650237,0
1195,725567914,-1408476659,0
1196,-517304162,-910296215,0
1197,-1172184820,-1939753271,0
1198,-1082245592,663868908,1
1199,-282716214,-1071644544,0
1200,2097678024,237782754,0
1201,1615837229,938538865,0
1202,-228715708,164836182,1
1203,-1426820463,-848425987,1
1204,1176085762,934663546,0
1205,-1018342873,1354562547,1
1206,-537398706,-1012984035,0
1207,611855834,-550652618,0
1208,-600538035,856535042,1
1209,-203023840,211862324,1
1210,-56559838,-879543215,0
1211,-2011413872,-16358545,1
1212,862063743,1650250735,1
1213,-699004598,1207504990,1
1214,-1110012604,-1303161868,0
1215,856040082,878961019,1
1216,710836544,1920724262,1
1217,1354948484,337472843,0
1218,-1176345913,1935084934,1
1219,513450724,52497917,0
1220,358634554,1959688434,1
1221,24911047,1635511001,1
1222,139218155,1544545659,1
1223,-925429811,-1556989207,0
1224,589212067,-512937694,0
1225,48773216,1406652414,1
1226,1785107878,1801464519,1
1227,1620322377,-1911207716,0
1228,188689618,-2033083753,0
1229,-180851093,55988349,1
1230,-851334972,-2039730568,0
1231,-1001995019,-561381334,1
1232,-1232353333,-1040230163,1
1233,-84724546,-14917733,1
1234,280079440,-193394038,0
1235,1696868240,37351576,0
1236,-1764760886,-441678091,1
1237,2008404224,1089811820,0
1238,-1655903406,169805680,1
1239,1556272159,1255592480,0
1240,1812519296,-2128650135,0
1241,90806896,486293245,1
1242,1120315355,-10687516,0
1243,-1858044765,-1413029047,1
1244,-1013963296,-1732497955,0
1245,12980129,1611429107,1
1246,2079883957,742402129,0
1247,-529534610,-622469877,0
1248,-703241517,-2093392123,0
1249,2146760358,-1003228263,0
1250,-165907601,-1603162471,0
1251,1135797613,1921162370,1
1252,-525662093,801307850,1
1253,1153897790,832107172,0
1254,-878538360,-642566138,1
1255,1407674481,-89087532,0
1256,-624521550,277822401,1
1257,1603037851,924923116,0
1258,-1175154197,-142605090,1
1259,-471127408,-386234420,1
1260,-1599499187,285799184,1
1261,-1936085942,-1468656567,1
1262,1303362875,-1967304216,0
1263,-307856288,855140467,1
1264,1851607335,270729314,0
1265,-1770885223,-211799599,1
1266,-691612524,968911359,1
1267,-1129923373,-213437089,1
1268,1017405778,-63476334,0
1269,565632969,1461472970,1
1270,-504860986,-598699167,0
1271,1368828822,-2029521024,0
1272,-948420042,1205677500,1
1273,591541219,-969356041,0
1274,1495346623,742055741,0
1275,-39984262,1325362535,1
1276,-689586815,922203253,1
1277,-1303732909,-1208665955,1
1278,25528637,-652996664,0
1279,-1119476940,1008190397,1
1280,-2113368803,-1670813131,1
1281,1747874216,1833950691,1
1282,127672134,-1635589125,0
1283,261270409,865960320,1
1284,-602982300,-321710901,1
1285,-1973783217,-1426222196,1
1286,1386580767,-1324993031,0
1287,1325011419,-2095806005,0
1288,-1508808886,351505938,1
1289,1048273262,1715099922,1
1290,-2111284598,742140064,1
1291,112052464,288133019,1
1292,-600484855,-1767097079,0
1293,1727110468,-1444540668,0
1294,-597298546,1034288737,1
1295,-1552093383,1520432769,1
1296,189543778,-1603118379,0
1297,335181026,1277488172,1
1298,-1251852275,726296683,1
1299,-2056710679,1443383819,1
1300,200492414,403487284,1
1301,1733889453,1861798610,1
1302,-43557656,-1343777927,0
1303,1981725545,1667760953,0
1304,-261533493,-1393085542,0
1305,-1187722329,1218219977,1
1306,663967160,-174468475,0
1307,681577763,-405154269,0
1308,1153223072,-819306810,0
1309,1506124970,222380729,0
1310,1705902501,-132820906,0
1311,-1034248187,-1555808897,0
1312,-834119078,239996941,1
1313,1931406386,-189673023,0
1314,1664325678,-1868621102,0
1315,1120803721,225794553,0
1316,400977942,917744778,1
1317,1208921451,297283161,0
1318,2124637479,155380979,0
1319,2089148842,364593152,0
1320,376801565,-172033130,0
1321,-1829406721,-1252663687,1
1322,1216835745,-1943269730,0
1323,-511360586,-758370766,0
1324,1982608735,542202457,0
1325,2098095747,-1095477162,0
1326,-46945883,404382927,1
1327,-1917816144,620169171,1
1328,1280898766,1096319410,0
1329,2056129585,-1922918039,0
1330,-1671525586,489321050,1
1331,463682060,2075951128,1
1332,-907253413,1211622109,1
1333,-1735432959,2088963870,1
1334,-333903321,1589947643,1
1335,2063707325,-1085209755,0
1336,1060164726,1629625088,1
1337,-574209455,-1343594604,0
1338,-1242862334,459275840,1
1339,-2106405832,-813232629,1
1340,1836069868,326064220,0
1341,-731263132,-995265029,0
1342,1552853768,126867840,0
1343,20162726,1037739178,1
1344,-677082854,-1487999665,0
1345,1483091682,1282826651,0
1346,-1941466249,-1361567869,1
1347,-2102178567,-949009906,1
1348,1627987837,-488155582,0
1349,-1290091494,-637956731,1
1350,1942970706,2016285244,1
1351,-1588726765,1305996763,1
1352,-1712414946,1220016330,1
1353,1773368257,-767597514,0
1354,-1805454187,1372904273,1
1355,255078763,2062576536,1
1356,1337912920,35870337,0
1357,245197648,-1232603675,0
1358,-1172966248,338868418,1
1359,-2079631274,-1383187774,1
1360,542119403,-1705581825,0
1361,58633995,-1456558087,0
1362,1316759980,977293700,0
1363,-136418549,2046895010,1
1364,-1593065519,-1661649376,0
1365,562634525,1793901380,1
1366,-1884612295,186473114,1
1367,1758556456,-1330546195,0
1368,1999033183,-1273658226,0
1369,1787349157,-574911859,0
1370,1502509287,-1599545477,0
1371,-1471128557,-643301033,1
1372,-1012631614,281496348,1
1373,-1769052631,-1147242110,1
1374,-1613624113,-648553137,1
1375,355062548,1074045785,1
1376,-1350035262,1123807977,1
1377,1230484102,1342136837,1
1378,1672763440,-1113607781,0
1379,3071105,1203836138,1
1380,1366762630,70143908,0
1381,-1980792594,-278189938,1
1382,-433565964,1486711853,1
1383,-1305790319,422381490,1
1384,-1702570156,1945980099,1
1385,-274861075,1942631195,1
1386,-1778965129,-1133740768,1
1387,-879647475,1982329367,1
1388,1197775046,681726729,0
1389,-1686473842,310042219,1
1390,-300365130,-58254952,1
1391,1704058900,-750848017,0
1392,-705835398,1809700328,1
1393,-1971166683,156490605,1
1394,-1875716341,-2110422727,0
1395,492517215,724784657,1
1396,1620057654,-371680595,0
1397,668764031,1036282415,1
1398,1199511757,329700915,0
1399,-2044734931,7401194,1
1400,-615060990,-525299558,1
1401,856783922,-439843300,0
1402,-168821076,704292257,1
1403,-638363283,601693927,1
1404,1561152836,1821386359,1
1405,-1193088106,1304657984,1
1406,-359879979,-869277654,0
1407,-1407509565,-673545142,1
1408,-1836177514,-182405661,1
1409,1825986284,-312791780,0
1410,731116802,529127118,0
1411,421016808,1427898930,1
1412,1788049530,-1280378168,0
1413,1339956453,1852337683,1
1414,856225063,-513680719,0
1415,-1646603294,1393156387,1
1416,1712418106,-1845089892,0
1417,758492969,-2043837309,0
1418,-1239840240,-93106616,1
1419,-1062684006,-1088234091,0
1420,-1997270328,1332495831,1
1421,-910065704,-552937023,1
1422,687968834,-362698964,0
1423,-1227267059,-1882227625,0
1424,501066642,-833665833,0
1425,892028727,-32537775,0
1426,1405626518,120578982,0
1427,-1066116554,1763483027,1
1428,1703212762,-1116720040,0
1429,974189962,1883235714,1
1430,-222110938,-828926427,0
1431,-1954691391,1621014484,1
1432,-562105598,1485333578,1
1433,-1951038810,-1007620246,1
1434,567566152,1070940844,1
1435,2123940436,-171536534,0
1436,-23586917,223257460,1
1437,2116035553,-1062455686,0
1438,-89547913,642284930,1
1439,2008541516,-1101207165,0
1440,-118317586,-871923610,0
1441,-1990338286,839539256,1
1442,830442403,-436653472,0
1443,888555341,1606581905,1
1444,1512823397,-654081543,0
1445,1244351395,-111148342,0
1446,-2110176041,836112508,1
1447,2087997753,365311150,0
1448,934966540,202457629,0
1449,172031850,-1764272284,0
1450,-135924483,1294398093,1
1451,-1423695658,656623560,1
1452,1439419692,-560642898,0
1453,1615559316,-1386311900,0
1454,735610248,-2144485456,0
1455,2060906928,288376406,0
1456,-1862502790,-1573504997,1
1457,-1928677095,912102857,1
1458,1229999178,1473796221,1
1459,351625377,-433000916,0
1460,-2080082683,-260310538,1
1461,-801485273,499712280,1
1462,735524991,-592284083,0
1463,-2092936976,1580818788,1
1464,-2122814650,1868569266,1
1465,124507238,702493107,1
1466,1345982991,1355914188,1
1467,-818887868,-1080411486,0
1468,-130411223,-1551217294,0
1469,396508854,1339072871,1
1470,-1065238112,-1428849680,0
1471,599618474,1909790072,1
1472,1234326958,-1825266987,0
1473,-1110015001,-1207553836,0
1474,-109461646,1079881958,1
1475,1350241870,-323639628,0
1476,1675298291,247022319,0
1477,-589888891,-531962130,1
1478,-1210425159,321975013,1
1479,-1380010853,-1045129551,1
1480,45975349,1058791984,1
1481,785379710,288294503,0
1482,-454988589,-613366141,0
1483,-592584554,1935680428,1
1484,1276000466,413377581,0
1485,1632620136,-1583117659,0
1486,934984112,1386731859,1
1487,340960008,1823472666,1
1488,-321252921,70827584,1
1489,910352234,1726574121,1
1490,1007338898,-2087225052,0
1491,1260065326,-215481329,0
1492,-434169161,1031781150,1
1493,-135175070,486127563,1
1494,-772074522,875719558,1
1495,-1910131594,1366802020,1
1496,2118983397,1986508958,0
1497,882543941,854634154,0
1498,1146519958,-1353457549,0
1499,-1923616891,486529459,1
1500,-1622783161,-34744292,1
1501,465231466,-579154063,0
1502,205228441,505948965,1
1503,-1768831113,614284937,1
1504,-1839154133,-486332399,1
1505,519513469,-230309337,0
1506,-1108687534,-1716511616,0
1507,909594166,1765659825,1
1508,875848136,1655484765,1
1509,322335797,1944677849,1
1510,766126521,-2130391027,0
1511,-1743189033,1685915661,1
1512,-405808112,-1254940639,0
1513,686262800,481701293,0
1514,-1013716954,-327514761,1
1515,1466555281,-254345187,0
1516,-1051818355,-751342236,1
1517,-1413425866,-439919183,1
1518,1309814461,-1657874039,0
1519,-1009285216,-1281003850,0
1520,-1269530078,201285312,1
1521,-1477444107,-1993523003,0
1522,765302183,-1397433807,0
1523,-752995335,2111095740,1
1524,-1369944610,-1441064572,0
1525,79892857,244979259,1
1526,1092836802,-582156669,0
1527,-107119206,-223493215,0
1528,-837488881,-2021078172,0
1529,53867594,757185690,1
1530,-516003616,1772891343,1
1531,1054683956,963931324,0
1532,-1511385795,-1132677042,1
1533,794980081,117017043,0
1534,-250991693,2108593780,1
1535,1289183815,-73687826,0
1536,85074515,-1898015611,0
1537,329058553,1648543415,1
1538,-1354634259,672590191,1
1539,884436877,931830565,1
1540,-1056208726,-471782507,1
1541,1079049106,793624906,0
1542,-1263636366,1152829991,1
1543,-1795921009,1192644472,1
1544,-2102506311,1238573438,1
1545,1301627522,1621827112,1
1546,-631525366,1318924261,1
1547,-1740438854,-649565554,1
1548,1239325792,-1266022482,0
1549,-1605501208,-484491014,1
1550,-1457923289,1425653083,1
1551,1068997420,240443473,0
1552,2058749161,-550461019,0
1553,-1247921609,1065342977,1
1554,2001417195,-1091115162,0
1555,1925743143,-605858683,0
1556,312107138,38100945,0
1557,1970346931,573385869,0
1558,-818312867,-358904812,1
1559,-750921902,-1052759918,0
1560,-90290372,-1286294188,0
1561,1159810677,-1010634048,0
1562,-802196751,579345936,1
1563,-2131888069,799562514,1
1564,165412375,-1131712194,0
1565,-142118475,-925977362,0
1566,681836896,-732260555,0
1567,1853468467,-1207245997,0
1568,-1321254656,-711659491,1
1569,-1895487161,30024985,1
1570,-193457108,-447131060,0
1571,-786007940,-1435164193,0
1572,1628325924,-1659553652,0
1573,1683134318,-27479532,0
1574,1643275287,-1860449929,0
1575,452460185,1546696260,1
1576,447361398,1101333388,1
1577,-63204498,207068733,1
1578,404347255,742597503,1
1579,1653590872,477783579,0
1580,-460240945,-1647111724,0
1581,-1897984059,1083350149,1
1582,-285195894,616056317,1
1583,698366066,1272162049,1
1584,1613756056,-1381631803,0
1585,1417079193,-876755276,0
1586,-2055852305,934416948,1
1587,238790359,561515454,1
1588,96030369,-563242365,0
1589,-1545376483,1579549183,1
1590,-831385145,1200947148,1
